#    n            s1         s2        s3          s4         s5         s6         s7         s8         s9        s10
#
#
    140000   1508093          0          0          0   11289887   11384629          0   23514118    1768142          0     943952          0          0          0   81541520  429646488          0 1077660864   70406512          0 
    141000   1471570          0          0          0   10584020   11279037          0   34650694    1896323          0     943952          0          0          0   82382920  435569072          0 1078224912   71528648          0 
    142000   1485442          0          0          0   10729830   11355984          0   23516022    1807917          0     943952          0          0          0   83509032  441585368          0 1094065832   72645640          0 
    143000   1485144          0          0          0   10627059   11567170          0   24850261    1799584          0     943952          0          0          0   84630000  447541656          0 1110102360   73785560          0 
    144000   1533668          0          0          0   25319662   22838559          0   37250785    1848281          0     943952          0          0          0   85773896  453634440          0 1126177624   74932968          0 
    145000   1537720          0          0          0   10933125   11341345          0   24287771    1861731          0     943952          0          0          0   86925280  459755640          0 1142412752   76085888          0 
    146000   1604619          0          0          0   11022979   12529739          0   25350710    1878891          0     943952          0          0          0   88082176  465891424          0 1158811624   77242304          0 
    147000   1647082          0          0          0   10974871   11593392          0   24242854    1837752          0     943952          0          0          0   89242568  472027680          0 1175254928   78401680          0 
    148000   1544521          0          0          0   10968405   11691309          0   25051439    1904709          0     943952          0          0          0   90405920  478160656          0 1191840328   79569896          0 
    149000   1593191          0          0          0   13394384   14766515          0   25144365    1895231          0     943952          0          0          0   91578112  484331512          0 1208592800   80744928          0 
    150000   1564107          0          0          0   11359670   11832208          0   24668268    1926040          0     943952          0          0          0   92757120  490526080          0 1225400872   81926120          0 
    151000   1599505          0          0          0   11190336   11898002          0   24963776    1952006          0     943952          0          0          0   93942288  496739768          0 1242261032   83105248          0 
    152000   1577641          0          0          0   11135597   12015579          0   26828785    1954452          0     943952          0          0          0   95125392  503041496          0 1259229872   84288592          0 
    153000   1590440          0          0          0   11470797   16253350          0   25230317    1950432          0     943952          0          0          0   96312712  509348736          0 1276425344   85480856          0 
    154000   1610751          0          0          0   11500594   12222092          0   25391791    1944687          0     943952          0          0          0   97508952  515694416          0 1293676496   86681416          0 
    155000   1632132          0          0          0   11346623   11962877          0   25633000    2819106          0     943952          0          0          0   98713488  522074168          0 1311086800   87888392          0 
    156000   1623535          0          0          0   11651226   12394896          0   26471618    1999311          0     943952          0          0          0   99924440  528474832          0 1328638320   89100120          0 
    157000   1639105          0          0          0   11550840   12846702          0   26037206    2111593          0     943952          0          0          0  101140144  534884760          0 1346314992   90315144          0 
    158000   9993860          0          0          0   12018701   12187017          0   49998590    2022769          0     943952          0          0          0  102359144  541293760          0 1364029832   91533024          0 
    159000   1651999          0          0          0   11842966   13032428          0   26329792    2182491          0     943952          0          0          0  103581000  547698752          0 1381814544   92752960          0 
    160000   1703386          0          0          0   11876679   12665417          0   26577907    2037019          0     943952          0          0          0  104804912  554178472          0 1399753888   93973208          0 
